"gameid","gametype","blue","red","resultb","url","SPLIT_STRING(blue,',',1)","SPLIT_STRING(blue,',',2)","SPLIT_STRING(blue,',',3)","SPLIT_STRING(blue,',',4)","SPLIT_STRING(blue,',',5)","SPLIT_STRING(red,',',1)","SPLIT_STRING(red,',',2)","SPLIT_STRING(red,',',3)","SPLIT_STRING(red,',',4)","SPLIT_STRING(red,',',5)"
"3367891227","Normal","Karthus,Rakan,Xin Zhao,Lucian,Hecarim","Dr. Mundo,Lux,Pyke,Xin Zhao,Rek'Sai","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367891227&summonerId=17940525&gameTime=1538555061","Karthus","Rakan","Xin Zhao","Lucian","Hecarim","Dr. Mundo","Lux","Pyke","Xin Zhao","Rek'Sai"
"3367909069","Normal","Ezreal,Pyke,Rakan,Kha'Zix,Yasuo","Pyke,Kayn,Draven,Twisted Fate,Bard","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367909069&summonerId=36130734&gameTime=1538556382","Ezreal","Pyke","Rakan","Kha'Zix","Yasuo","Pyke","Kayn","Draven","Twisted Fate","Bard"
"3367930875","Normal","Rakan,Kha'Zix,Lucian,Teemo,Yasuo","Cho'Gath,Pyke,Darius,Ezreal,Ekko","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367930875&summonerId=62500783&gameTime=1538556474","Rakan","Kha'Zix","Lucian","Teemo","Yasuo","Cho'Gath","Pyke","Darius","Ezreal","Ekko"
"3367937204","Normal","Soraka,Kai'Sa,Nunu & Willump,Rammus,Kha'Zix","Jhin,Yasuo,Soraka,Teemo,Ahri","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367937204&summonerId=62500783&gameTime=1538558409","Soraka","Kai'Sa","Nunu & Willump","Rammus","Kha'Zix","Jhin","Yasuo","Soraka","Teemo","Ahri"
"3367941217","Normal","Diana,Graves,Alistar,Fiora,Lucian","Shaco,Thresh,Teemo,Lucian,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367941217&summonerId=17940525&gameTime=1538556888","Diana","Graves","Alistar","Fiora","Lucian","Shaco","Thresh","Teemo","Lucian","Ezreal"
"3367957258","Normal","Kai'Sa,Nami,Camille,Rek'Sai,Lux","Twisted Fate,Kindred,Pyke,Heimerdinger,Kai'Sa","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367957258&summonerId=36130734&gameTime=1538558119","Kai'Sa","Nami","Camille","Rek'Sai","Lux","Twisted Fate","Kindred","Pyke","Heimerdinger","Kai'Sa"
"3367968581","Normal","Thresh,Darius,Annie,Lissandra,Graves","Rakan,Kai'Sa,Twisted Fate,Kayn,Cho'Gath","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367968581&summonerId=17940525&gameTime=1538558501","Thresh","Darius","Annie","Lissandra","Graves","Rakan","Kai'Sa","Twisted Fate","Kayn","Cho'Gath"
"3367977366","Normal","Xerath,Orianna,Jarvan IV,Vayne,Alistar","Syndra,Jinx,Nidalee,Blitzcrank,Jax","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367977366&summonerId=9237771&gameTime=1538560288","Xerath","Orianna","Jarvan IV","Vayne","Alistar","Syndra","Jinx","Nidalee","Blitzcrank","Jax"
"3368233101","Normal","Camille,Kassadin,Blitzcrank,Vayne,Ashe","Udyr,Akali,Sivir,Yasuo,Nami","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368233101&summonerId=44091430&gameTime=1538572024","Camille","Kassadin","Blitzcrank","Vayne","Ashe","Udyr","Akali","Sivir","Yasuo","Nami"
"3368277447","Normal","Zilean,Camille,Shyvana,Kayn,Vayne","Tristana,Irelia,Nautilus,Graves,Jhin","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368277447&summonerId=2908606&gameTime=1538574239","Zilean","Camille","Shyvana","Kayn","Vayne","Tristana","Irelia","Nautilus","Graves","Jhin"
"3368286442","Normal","Lulu,Tryndamere,Talon,Taliyah,Kog'Maw","Ezreal,Ziggs,Xin Zhao,Tristana,Pantheon","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368286442&summonerId=6704587&gameTime=1538574943","Lulu","Tryndamere","Talon","Taliyah","Kog'Maw","Ezreal","Ziggs","Xin Zhao","Tristana","Pantheon"
"3368342467","Normal","Cassiopeia,Xin Zhao,Nautilus,Teemo,Malzahar","Twitch,Lux,Teemo,Talon,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368342467&summonerId=6704587&gameTime=1538577428","Cassiopeia","Xin Zhao","Nautilus","Teemo","Malzahar","Twitch","Lux","Teemo","Talon","Ezreal"
"3368369673","Normal","Janna,Twisted Fate,Yasuo,Tryndamere,Nasus","Xin Zhao,Ryze,Draven,Blitzcrank,Darius","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368369673&summonerId=10549771&gameTime=1538578882","Janna","Twisted Fate","Yasuo","Tryndamere","Nasus","Xin Zhao","Ryze","Draven","Blitzcrank","Darius"
"3368385794","Normal","Xin Zhao,Thresh,Kai'Sa,Yasuo,Kassadin","Tahm Kench,Blitzcrank,Rammus,Jax,Tristana","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368385794&summonerId=10549771&gameTime=1538580158","Xin Zhao","Thresh","Kai'Sa","Yasuo","Kassadin","Tahm Kench","Blitzcrank","Rammus","Jax","Tristana"
"3368401234","Normal","Jayce,Lee Sin,Nami,Kai'Sa,Warwick","Lee Sin,Darius,Pyke,Draven,Zilean","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368401234&summonerId=59190793&gameTime=1538579698","Jayce","Lee Sin","Nami","Kai'Sa","Warwick","Lee Sin","Darius","Pyke","Draven","Zilean"
"3368408175","Normal","Sion,Karma,Zoe,Jhin,Kha'Zix","Yasuo,Ezreal,Teemo,Aatrox,Gragas","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368408175&summonerId=4464095&gameTime=1538582423","Sion","Karma","Zoe","Jhin","Kha'Zix","Yasuo","Ezreal","Teemo","Aatrox","Gragas"
"3368414868","Normal","Xayah,Soraka,Aatrox,Twisted Fate,Udyr","Shaco,Kai'Sa,Gragas,Ahri,Janna","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368414868&summonerId=2908606&gameTime=1538581620","Xayah","Soraka","Aatrox","Twisted Fate","Udyr","Shaco","Kai'Sa","Gragas","Ahri","Janna"
"3368428593","Normal","Rakan,Ezreal,Nasus,Taliyah,Xayah","Karma,Riven,LeBlanc,Ashe,Lee Sin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368428593&summonerId=62500783&gameTime=1538581627","Rakan","Ezreal","Nasus","Taliyah","Xayah","Karma","Riven","LeBlanc","Ashe","Lee Sin"
"3368443690","Normal","Ryze,Illaoi,Jhin,Thresh,Jarvan IV","Shaco,Xayah,Vayne,Ahri,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368443690&summonerId=2908606&gameTime=1538583001","Ryze","Illaoi","Jhin","Thresh","Jarvan IV","Shaco","Xayah","Vayne","Ahri","Rakan"
"3368454870","Normal","Irelia,Pyke,Lee Sin,Thresh,Graves","Ezreal,Teemo,Yasuo,Camille,Nami","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368454870&summonerId=37790225&gameTime=1538583958","Irelia","Pyke","Lee Sin","Thresh","Graves","Ezreal","Teemo","Yasuo","Camille","Nami"
"3368469846","Normal","Caitlyn,Nidalee,Yasuo,Alistar,Darius","Lux,Nami,Poppy,Lucian,Kai'Sa","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368469846&summonerId=2716219&gameTime=1538586786","Caitlyn","Nidalee","Yasuo","Alistar","Darius","Lux","Nami","Poppy","Lucian","Kai'Sa"
"3368479994","Normal","Malphite,Miss Fortune,Blitzcrank,Ryze,Graves","Gragas,Twisted Fate,Sona,Hecarim,Urgot","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368479994&summonerId=8633996&gameTime=1538587334","Malphite","Miss Fortune","Blitzcrank","Ryze","Graves","Gragas","Twisted Fate","Sona","Hecarim","Urgot"
"3368485064","Normal","Shaco,Jinx,Graves,Ahri,Lulu","Riven,Graves,Thresh,Miss Fortune,Ryze","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368485064&summonerId=2908606&gameTime=1538585251","Shaco","Jinx","Graves","Ahri","Lulu","Riven","Graves","Thresh","Miss Fortune","Ryze"
"3368476895","Normal","Nami,Jinx,Poppy,Xerath,Nidalee","Kayn,Talon,Yasuo,Shaco,Malphite","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368476895&summonerId=2716219&gameTime=1538584871","Nami","Jinx","Poppy","Xerath","Nidalee","Kayn","Talon","Yasuo","Shaco","Malphite"
"3368487798","Normal","Tristana,Lulu,Volibear,Yasuo,Twitch","Yasuo,Janna,Malzahar,Kai'Sa,Jayce","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368487798&summonerId=37790225&gameTime=1538586157","Tristana","Lulu","Volibear","Yasuo","Twitch","Yasuo","Janna","Malzahar","Kai'Sa","Jayce"
"3368527581","Normal","Irelia,Miss Fortune,Urgot,Bard,Xin Zhao","Aatrox,Shaco,Kalista,Camille,Thresh","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368527581&summonerId=2908606&gameTime=1538592032","Irelia","Miss Fortune","Urgot","Bard","Xin Zhao","Aatrox","Shaco","Kalista","Camille","Thresh"
"3368536044","Normal","Garen,Jinx,Evelynn,Yasuo,Fiddlesticks","Kai'Sa,Azir,Kha'Zix,Camille,Shen","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368536044&summonerId=8633996&gameTime=1538591710","Garen","Jinx","Evelynn","Yasuo","Fiddlesticks","Kai'Sa","Azir","Kha'Zix","Camille","Shen"
"3368544768","Normal","Pyke,Ivern,Kalista,Ahri,Shen","Kha'Zix,Jax,Lucian,Yasuo,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368544768&summonerId=2908606&gameTime=1538589978","Pyke","Ivern","Kalista","Ahri","Shen","Kha'Zix","Jax","Lucian","Yasuo","Ezreal"
"3368542638","Normal","Alistar,Lux,Evelynn,Caitlyn,Camille","Twitch,Lee Sin,Annie,Zyra,Nautilus","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368542638&summonerId=37790225&gameTime=1538588518","Alistar","Lux","Evelynn","Caitlyn","Camille","Twitch","Lee Sin","Annie","Zyra","Nautilus"
"3368545948","Normal","Lee Sin,Pyke,Jax,Ezreal,Viktor","Nidalee,Xayah,Rakan,Jarvan IV,Zed","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368545948&summonerId=37790225&gameTime=1538591050","Lee Sin","Pyke","Jax","Ezreal","Viktor","Nidalee","Xayah","Rakan","Jarvan IV","Zed"
"3368551766","Normal","Lux,Nami,Irelia,Quinn,Jinx","Xerath,Camille,Fizz,Darius,Ezreal","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368551766&summonerId=2716219&gameTime=1538588119","Lux","Nami","Irelia","Quinn","Jinx","Xerath","Camille","Fizz","Darius","Ezreal"
"3368600783","Normal","Twisted Fate,Taliyah,Gangplank,Kai'Sa,Alistar","Ezreal,Galio,Lucian,Pyke,Darius","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368600783&summonerId=2908606&gameTime=1538595377","Twisted Fate","Taliyah","Gangplank","Kai'Sa","Alistar","Ezreal","Galio","Lucian","Pyke","Darius"
"3368548974","Normal","Shaco,Kai'Sa,Urgot,Ahri,Janna","Sivir,Nidalee,Kassadin,Zyra,Jax","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368548974&summonerId=2908606&gameTime=1538593496","Shaco","Kai'Sa","Urgot","Ahri","Janna","Sivir","Nidalee","Kassadin","Zyra","Jax"
"3368602427","Normal","Orianna,Bard,Teemo,Jinx,Lee Sin","Darius,Twisted Fate,Kha'Zix,Draven,Blitzcrank","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368602427&summonerId=2908606&gameTime=1538598990","Orianna","Bard","Teemo","Jinx","Lee Sin","Darius","Twisted Fate","Kha'Zix","Draven","Blitzcrank"
"3368611625","Normal","Kai'Sa,Yasuo,Talon,Elise,Alistar","Irelia,Pyke,Lee Sin,Jhin,Yasuo","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368611625&summonerId=10450201&gameTime=1538596812","Kai'Sa","Yasuo","Talon","Elise","Alistar","Irelia","Pyke","Lee Sin","Jhin","Yasuo"
"3368631200","Normal","Lucian,Ezreal,Lux,Gragas,Malphite","Syndra,Lucian,Blitzcrank,Darius,Morgana","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368631200&summonerId=66224106&gameTime=1538597319","Lucian","Ezreal","Lux","Gragas","Malphite","Syndra","Lucian","Blitzcrank","Darius","Morgana"
"3368632031","Normal","Nunu & Willump,Aatrox,Ekko,Yasuo,Miss Fortune","Fiddlesticks,Lee Sin,Wukong,Yasuo,Kai'Sa","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368632031&summonerId=66224106&gameTime=1538599358","Nunu & Willump","Aatrox","Ekko","Yasuo","Miss Fortune","Fiddlesticks","Lee Sin","Wukong","Yasuo","Kai'Sa"
"3368640234","Normal","Pyke,Draven,Darius,Orianna,Elise","Malphite,Camille,Nautilus,Gragas,Yasuo","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368640234&summonerId=9746750&gameTime=1538597040","Pyke","Draven","Darius","Orianna","Elise","Malphite","Camille","Nautilus","Gragas","Yasuo"
"3368640357","Normal","Evelynn,Kassadin,Camille,Lucian,Thresh","Zed,Rengar,Nasus,Yasuo,Nunu & Willump","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368640357&summonerId=2908606&gameTime=1538596848","Evelynn","Kassadin","Camille","Lucian","Thresh","Zed","Rengar","Nasus","Yasuo","Nunu & Willump"
"3368641363","Normal","Yasuo,Miss Fortune,Nunu & Willump,Nidalee,Janna","Caitlyn,Rengar,Kled,Jhin,Blitzcrank","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368641363&summonerId=18241646&gameTime=1538599372","Yasuo","Miss Fortune","Nunu & Willump","Nidalee","Janna","Caitlyn","Rengar","Kled","Jhin","Blitzcrank"
"3368641087","Normal","Malphite,Graves,Miss Fortune,Blitzcrank,Diana","Ashe,Jayce,Lulu,Master Yi,Akali","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368641087&summonerId=9746750&gameTime=1538599102","Malphite","Graves","Miss Fortune","Blitzcrank","Diana","Ashe","Jayce","Lulu","Master Yi","Akali"
"3368830152","Normal","Quinn,Zed,Lucian,Riven,Gragas","Bard,Malphite,Camille,Jax,Jhin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368830152&summonerId=4732670&gameTime=1538608097","Quinn","Zed","Lucian","Riven","Gragas","Bard","Malphite","Camille","Jax","Jhin"
"3368840248","Normal","Udyr,Alistar,Teemo,Zed,Ashe","Cassiopeia,Lee Sin,Kog'Maw,Kindred,Quinn","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368840248&summonerId=67940148&gameTime=1538610379","Udyr","Alistar","Teemo","Zed","Ashe","Cassiopeia","Lee Sin","Kog'Maw","Kindred","Quinn"
"3368850305","Normal","Bard,Syndra,Riven,Evelynn,Jhin","Gragas,Miss Fortune,Zoe,Graves,Twisted Fate","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3368850305&summonerId=4732670&gameTime=1538611032","Bard","Syndra","Riven","Evelynn","Jhin","Gragas","Miss Fortune","Zoe","Graves","Twisted Fate"
"3369016443","Normal","Vayne,Teemo,Pyke,Camille,Fizz","Talon,Blitzcrank,Caitlyn,Tahm Kench,Riven","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369016443&summonerId=57210151&gameTime=1538629255","Vayne","Teemo","Pyke","Camille","Fizz","Talon","Blitzcrank","Caitlyn","Tahm Kench","Riven"
"3369023219","Normal","Gragas,Darius,Nautilus,Irelia,Swain","Rengar,Irelia,Yasuo,Kha'Zix,Zed","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369023219&summonerId=71540194&gameTime=1538627689","Gragas","Darius","Nautilus","Irelia","Swain","Rengar","Irelia","Yasuo","Kha'Zix","Zed"
"3369038890","Normal","Yasuo,Lux,Lee Sin,Urgot,Fizz","Veigar,Brand,Lucian,Cho'Gath,Graves","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369038890&summonerId=57210151&gameTime=1538630685","Yasuo","Lux","Lee Sin","Urgot","Fizz","Veigar","Brand","Lucian","Cho'Gath","Graves"
"3369046245","Normal","Ezreal,Yorick,Cassiopeia,Pyke,Zyra","Xerath,Kennen,Xin Zhao,Kai'Sa,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369046245&summonerId=71540194&gameTime=1538629602","Ezreal","Yorick","Cassiopeia","Pyke","Zyra","Xerath","Kennen","Xin Zhao","Kai'Sa","Alistar"
"3369059314","Normal","Azir,Brand,Fiora,Rammus,Lucian","Bard,Lucian,Lee Sin,Irelia,Azir","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369059314&summonerId=57210151&gameTime=1538636479","Azir","Brand","Fiora","Rammus","Lucian","Bard","Lucian","Lee Sin","Irelia","Azir"
"3369061570","Normal","Fiddlesticks,Pantheon,Ezreal,Poppy,Braum","Poppy,Vayne,Ryze,Kled,Irelia","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369061570&summonerId=57210151&gameTime=1538632397","Fiddlesticks","Pantheon","Ezreal","Poppy","Braum","Poppy","Vayne","Ryze","Kled","Irelia"
"3369066160","Normal","Kha'Zix,Jax,Poppy,Vel'Koz,Tristana","Kai'Sa,Yasuo,Ryze,Zed,Alistar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369066160&summonerId=67981466&gameTime=1538635213","Kha'Zix","Jax","Poppy","Vel'Koz","Tristana","Kai'Sa","Yasuo","Ryze","Zed","Alistar"
"3369072879","Normal","Irelia,Elise,Lucian,Karma,Caitlyn","Ashe,Veigar,Master Yi,Darius,Fizz","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369072879&summonerId=4954016&gameTime=1538633365","Irelia","Elise","Lucian","Karma","Caitlyn","Ashe","Veigar","Master Yi","Darius","Fizz"
"3369077490","Normal","Pyke,Pantheon,Leona,Vayne,Syndra","Soraka,Gangplank,Draven,Nidalee,Thresh","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369077490&summonerId=66840146&gameTime=1538635515","Pyke","Pantheon","Leona","Vayne","Syndra","Soraka","Gangplank","Draven","Nidalee","Thresh"
"3369076862","Normal","Camille,Ezreal,Gragas,Lulu,Jayce","Ezreal,Sion,Zoe,Nidalee,Blitzcrank","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369076862&summonerId=4954016&gameTime=1538635293","Camille","Ezreal","Gragas","Lulu","Jayce","Ezreal","Sion","Zoe","Nidalee","Blitzcrank"
"3369111537","Normal","Lee Sin,Maokai,Blitzcrank,Zed,Vayne","Miss Fortune,Kha'Zix,Fizz,Morgana,Cho'Gath","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369111537&summonerId=34361558&gameTime=1538637359","Lee Sin","Maokai","Blitzcrank","Zed","Vayne","Miss Fortune","Kha'Zix","Fizz","Morgana","Cho'Gath"
"3369131056","Normal","Lee Sin,Zilean,Sion,Darius,Nidalee","Gragas,Lulu,Viktor,Tristana,Brand","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369131056&summonerId=4954016&gameTime=1538636647","Lee Sin","Zilean","Sion","Darius","Nidalee","Gragas","Lulu","Viktor","Tristana","Brand"
"3369140652","Normal","Lucian,Karma,LeBlanc,Kha'Zix,Irelia","Kha'Zix,Soraka,Lee Sin,Yasuo,Varus","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369140652&summonerId=67981466&gameTime=1538637638","Lucian","Karma","LeBlanc","Kha'Zix","Irelia","Kha'Zix","Soraka","Lee Sin","Yasuo","Varus"
"3369143083","Normal","Vayne,Vi,LeBlanc,Irelia,Rakan","Bard,Master Yi,Yasuo,Kalista,Fizz","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369143083&summonerId=57210151&gameTime=1538637985","Vayne","Vi","LeBlanc","Irelia","Rakan","Bard","Master Yi","Yasuo","Kalista","Fizz"
"3369149705","Normal","Singed,Darius,Yasuo,Vayne,Pyke","Orianna,Soraka,Zyra,Darius,Irelia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369149705&summonerId=4954016&gameTime=1538641249","Singed","Darius","Yasuo","Vayne","Pyke","Orianna","Soraka","Zyra","Darius","Irelia"
"3369133936","Normal","Ezreal,Irelia,Akali,Lee Sin,Yasuo","Jinx,Yasuo,Zed,Darius,Irelia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369133936&summonerId=4954016&gameTime=1538639047","Ezreal","Irelia","Akali","Lee Sin","Yasuo","Jinx","Yasuo","Zed","Darius","Irelia"
"3369145987","Normal","Ryze,Rengar,Miss Fortune,Talon,Blitzcrank","Rengar,Garen,Ahri,Nami,Kai'Sa","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369145987&summonerId=34361558&gameTime=1538639620","Ryze","Rengar","Miss Fortune","Talon","Blitzcrank","Rengar","Garen","Ahri","Nami","Kai'Sa"
"3369151201","Normal","Miss Fortune,Nidalee,Garen,Thresh,Yasuo","Camille,Jarvan IV,Miss Fortune,Lux,Pyke","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369151201&summonerId=34361558&gameTime=1538641702","Miss Fortune","Nidalee","Garen","Thresh","Yasuo","Camille","Jarvan IV","Miss Fortune","Lux","Pyke"
"3369151833","Normal","Kai'Sa,Yasuo,Fiora,Pyke,Shaco","Teemo,Lee Sin,Twisted Fate,Vayne,Thresh","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369151833&summonerId=4012424&gameTime=1538642050","Kai'Sa","Yasuo","Fiora","Pyke","Shaco","Teemo","Lee Sin","Twisted Fate","Vayne","Thresh"
"3369162751","Normal","Gragas,Ashe,Galio,Blitzcrank,Darius","Yasuo,Zyra,Vladimir,Ezreal,Twisted Fate","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369162751&summonerId=4080275&gameTime=1538641909","Gragas","Ashe","Galio","Blitzcrank","Darius","Yasuo","Zyra","Vladimir","Ezreal","Twisted Fate"
"3369169971","Normal","Swain,Jhin,Gragas,Nunu & Willump,Pyke","Malzahar,Lucian,Braum,Lee Sin,Kayn","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369169971&summonerId=17516317&gameTime=1538644748","Swain","Jhin","Gragas","Nunu & Willump","Pyke","Malzahar","Lucian","Braum","Lee Sin","Kayn"
"3369178263","Normal","Vel'Koz,Ekko,Jax,Zed,Sivir","Warwick,Kai'Sa,Camille,Kassadin,Pyke","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369178263&summonerId=36130734&gameTime=1538643769","Vel'Koz","Ekko","Jax","Zed","Sivir","Warwick","Kai'Sa","Camille","Kassadin","Pyke"
"3369194645","Normal","Jarvan IV,Darius,LeBlanc,Jhin,Lee Sin","Xerath,Akali,Nautilus,Kayn,Miss Fortune","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369194645&summonerId=17516317&gameTime=1538642307","Jarvan IV","Darius","LeBlanc","Jhin","Lee Sin","Xerath","Akali","Nautilus","Kayn","Miss Fortune"
"3369157427","Normal","Shen,Jhin,Thresh,Lee Sin,Varus","Yasuo,Bard,Darius,Gragas,Tristana","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369157427&summonerId=57210151&gameTime=1538644545","Shen","Jhin","Thresh","Lee Sin","Varus","Yasuo","Bard","Darius","Gragas","Tristana"
"3369196716","Normal","Sion,Lee Sin,Zed,Yasuo,Gragas","Riven,Lux,Jhin,Evelynn,Urgot","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369196716&summonerId=4080275&gameTime=1538643174","Sion","Lee Sin","Zed","Yasuo","Gragas","Riven","Lux","Jhin","Evelynn","Urgot"
"3369205007","Normal","Miss Fortune,Rammus,Riven,Soraka,Xerath","Akali,Soraka,Cassiopeia,Vayne,Nunu & Willump","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369205007&summonerId=4080275&gameTime=1538646253","Miss Fortune","Rammus","Riven","Soraka","Xerath","Akali","Soraka","Cassiopeia","Vayne","Nunu & Willump"
"3369210028","Normal","Katarina,Lux,Master Yi,Kindred,Miss Fortune","Thresh,Jhin,Evelynn,Malphite,Twisted Fate","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369210028&summonerId=4080275&gameTime=1538645049","Katarina","Lux","Master Yi","Kindred","Miss Fortune","Thresh","Jhin","Evelynn","Malphite","Twisted Fate"
"3369224100","Normal","Gragas,Ezreal,Fiora,Zac,Karthus","Veigar,Evelynn,Darius,Thresh,Lucian","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369224100&summonerId=5892222&gameTime=1538646600","Gragas","Ezreal","Fiora","Zac","Karthus","Veigar","Evelynn","Darius","Thresh","Lucian"
"3369227794","Normal","Caitlyn,Urgot,Lee Sin,Yasuo,Blitzcrank","Talon,Zyra,Rumble,Jinx,Nunu & Willump","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3369227794&summonerId=4080275&gameTime=1538648085","Caitlyn","Urgot","Lee Sin","Yasuo","Blitzcrank","Talon","Zyra","Rumble","Jinx","Nunu & Willump"
